BlockNum,TrialNum,Stim,Target,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,StimResp.keys,StimResp.corr,StimResp.started,StimResp.stopped,StimResp.rt,Gender (f/m),Age,participant,Ethnic,date,expName,psychopyVersion,frameRate,
1,11,three.wav,NT,n,0,10,10,10,105.3582509632688,105.8573496779427,105.8743849361781,None,n,1,105.8743849361781,None,1.225626915693283,f,23,003,Spanish,2019_Jul_19_1300,PRACTICE_OneBack_Digits,3.1.2,60.02147224078599,
1,12,three.wav,T,v,0,11,11,11,107.85744813922793,108.35667704162188,108.3733228307683,None,v,1,108.3733228307683,None,1.4624594531487674,f,23,003,Spanish,2019_Jul_19_1300,PRACTICE_OneBack_Digits,3.1.2,60.02147224078599,
1,13,seven.wav,NT,n,0,12,12,12,110.3593037694227,110.85585890139919,110.87268957903143,None,n,1,110.87268957903143,None,1.2184877443360165,f,23,003,Spanish,2019_Jul_19_1300,PRACTICE_OneBack_Digits,3.1.2,60.02147224078599,
1,14,nine.wav,NT,n,0,13,13,13,112.86198939173482,113.3549302656902,113.37179996317718,None,n,1,113.37179996317718,None,1.2151597534539178,f,23,003,Spanish,2019_Jul_19_1300,PRACTICE_OneBack_Digits,3.1.2,60.02147224078599,
1,15,five.wav,NT,n,0,14,14,14,115.35722149594221,115.85433202236891,115.87133774219546,None,n,1,115.87133774219546,None,1.1078541096067056,f,23,003,Spanish,2019_Jul_19_1300,PRACTICE_OneBack_Digits,3.1.2,60.02147224078599,
1,16,five.wav,T,v,0,15,15,15,117.85484912630636,118.35339572862722,118.3702482865192,None,v,1,118.3702482865192,None,0.793342559481971,f,23,003,Spanish,2019_Jul_19_1300,PRACTICE_OneBack_Digits,3.1.2,60.02147224078599,
1,17,nine.wav,NT,n,0,16,16,16,120.35366266802885,120.85245615290478,120.86920149740763,None,n,1,120.86920149740763,None,1.1013797341147438,f,23,003,Spanish,2019_Jul_19_1300,PRACTICE_OneBack_Digits,3.1.2,60.02147224078599,
1,18,eight.wav,NT,n,0,17,17,17,122.8584112363169,123.35166718636174,123.36894786846824,None,n,1,123.36894786846824,None,1.1145954243838787,f,23,003,Spanish,2019_Jul_19_1300,PRACTICE_OneBack_Digits,3.1.2,60.02147224078599,
1,19,two.wav,NT,n,0,18,18,18,125.35287570720538,125.850634254748,125.86749811738264,None,n,1,125.86749811738264,None,1.0639090217882767,f,23,003,Spanish,2019_Jul_19_1300,PRACTICE_OneBack_Digits,3.1.2,60.02147224078599,
1,20,two.wav,T,v,0,19,19,19,127.85070500092115,128.34975448506884,128.3665158750955,None,v,1,128.3665158750955,None,1.0766411578515545,f,23,003,Spanish,2019_Jul_19_1300,PRACTICE_OneBack_Digits,3.1.2,60.02147224078599,
1,21,nine.wav,NT,n,0,20,20,20,130.35101187194232,130.84884517698083,130.86677278601564,None,n,1,130.86677278601564,None,1.2881968641886488,f,23,003,Spanish,2019_Jul_19_1300,PRACTICE_OneBack_Digits,3.1.2,60.02147224078599,
1,22,three.wav,NT,n,0,21,21,21,132.8496478185989,133.34802302531898,133.3647125752177,None,n,1,133.3647125752177,None,1.2539768324932083,f,23,003,Spanish,2019_Jul_19_1300,PRACTICE_OneBack_Digits,3.1.2,60.02147224078599,
